Hour,PV_Generation_kWh,Total_Demand_kWh,Solar_Surplus_Deficit_kWh,PV_Coverage_Percent
5480,1448.92,2027.42,-578.50,71.47
5481,1928.10,2050.07,-121.97,94.05
5482,2364.62,2050.07,314.55,115.34
5483,2672.63,1764.75,907.88,151.45
5484,2783.98,1727.01,1056.97,161.20
5485,2672.63,1711.91,960.72,156.12
5486,2364.62,1727.01,637.61,136.92
5487,1928.10,1742.11,185.99,110.68
5488,1448.92,2027.42,-578.50,71.47
5489,1003.48,2312.74,-1309.26,43.39
5490,0.00,2290.10,-2290.10,0.00
5491,0.00,1989.68,-1989.68,0.00
5492,0.00,1689.27,-1689.27,0.00
5493,0.00,1388.85,-1388.85,0.00
5494,0.00,1111.08,-1111.08,0.00
5495,0.00,833.31,-833.31,0.00
5496,0.00,825.76,-825.76,0.00
5497,0.00,818.22,-818.22,0.00
5498,0.00,810.67,-810.67,0.00
5499,0.00,810.67,-810.67,0.00
5500,0.00,810.67,-810.67,0.00
5501,376.50,1088.44,-711.93,34.59
5502,640.05,1388.85,-748.81,46.08
5503,1002.77,1711.91,-709.14,58.58
5504,1447.90,2027.42,-579.53,71.42
5505,1926.74,2050.07,-123.33,93.98
5506,2362.95,2050.07,312.88,115.26
5507,2670.75,1764.75,906.00,151.34
5508,2782.01,1727.01,1055.00,161.09
5509,2670.75,1711.91,958.83,156.01
5510,2362.95,1727.01,635.94,136.82
5511,1926.74,1742.11,184.63,110.60
5512,1447.90,2027.42,-579.53,71.42
5513,1002.77,2312.74,-1309.97,43.36
5514,0.00,2290.10,-2290.10,0.00
5515,0.00,1989.68,-1989.68,0.00
5516,0.00,1689.27,-1689.27,0.00
5517,0.00,1388.85,-1388.85,0.00
5518,0.00,1111.08,-1111.08,0.00
5519,0.00,833.31,-833.31,0.00
5520,0.00,825.76,-825.76,0.00
5521,0.00,818.22,-818.22,0.00
5522,0.00,810.67,-810.67,0.00
5523,0.00,810.67,-810.67,0.00
5524,0.00,810.67,-810.67,0.00
5525,376.24,1088.44,-712.20,34.57
5526,639.59,1388.85,-749.26,46.05
5527,1002.05,1711.91,-709.86,58.53
5528,1446.86,2027.42,-580.56,71.36
5529,1925.36,2050.07,-124.71,93.92
5530,2361.26,2050.07,311.19,115.18
5531,2668.84,1764.75,904.09,151.23
5532,2780.02,1727.01,1053.02,160.97
5533,2668.84,1711.91,956.93,155.90
5534,2361.26,1727.01,634.25,136.73
5535,1925.36,1742.11,183.25,110.52
5536,1446.86,2027.42,-580.56,71.36
5537,1002.05,2312.74,-1310.69,43.33
5538,0.00,2290.10,-2290.10,0.00
5539,0.00,1989.68,-1989.68,0.00
5540,0.00,1689.27,-1689.27,0.00
5541,0.00,1388.85,-1388.85,0.00
5542,0.00,1111.08,-1111.08,0.00
5543,0.00,833.31,-833.31,0.00
5544,0.00,825.76,-825.76,0.00
5545,0.00,818.22,-818.22,0.00
5546,0.00,810.67,-810.67,0.00
5547,0.00,810.67,-810.67,0.00
5548,0.00,810.67,-810.67,0.00
5549,375.96,1088.44,-712.47,34.54
5550,639.13,1388.85,-749.73,46.02
5551,1001.33,1711.91,-710.58,58.49
5552,1445.82,2027.42,-581.61,71.31
5553,1923.97,2050.07,-126.10,93.85
5554,2359.55,2050.07,309.48,115.10
5555,2666.91,1764.75,902.16,151.12
5556,2778.02,1727.01,1051.01,160.86
5557,2666.91,1711.91,955.00,155.79
5558,2359.55,1727.01,632.54,136.63
5559,1923.97,1742.11,181.86,110.44
5560,1445.82,2027.42,-581.61,71.31
5561,1001.33,2312.74,-1311.41,43.30
5562,0.00,2290.10,-2290.10,0.00
5563,0.00,1989.68,-1989.68,0.00
5564,0.00,1689.27,-1689.27,0.00
5565,0.00,1388.85,-1388.85,0.00
5566,0.00,1111.08,-1111.08,0.00
5567,0.00,833.31,-833.31,0.00
5568,0.00,825.76,-825.76,0.00
5569,0.00,818.22,-818.22,0.00
5570,0.00,810.67,-810.67,0.00
5571,0.00,810.67,-810.67,0.00
5572,0.00,810.67,-810.67,0.00
5573,375.69,1088.44,-712.75,34.52
5574,638.66,1388.85,-750.19,45.98
5575,1000.60,1711.91,-711.31,58.45
5576,1444.76,2027.42,-582.66,71.26
5577,1922.56,2050.07,-127.50,93.78
5578,2357.83,2050.07,307.76,115.01
5579,2664.96,1764.75,900.21,151.01
5580,2775.99,1727.01,1048.98,160.74
5581,2664.96,1711.91,953.05,155.67
5582,2357.83,1727.01,630.82,136.53
5583,1922.56,1742.11,180.46,110.36
5584,1444.76,2027.42,-582.66,71.26
5585,1000.60,2312.74,-1312.14,43.26
5586,0.00,2290.10,-2290.10,0.00
5587,0.00,1989.68,-1989.68,0.00
5588,0.00,1689.27,-1689.27,0.00
5589,0.00,1388.85,-1388.85,0.00
5590,0.00,1111.08,-1111.08,0.00
5591,0.00,833.31,-833.31,0.00
5592,0.00,825.76,-825.76,0.00
5593,0.00,818.22,-818.22,0.00
5594,0.00,810.67,-810.67,0.00
5595,0.00,810.67,-810.67,0.00
5596,0.00,810.67,-810.67,0.00
5597,375.41,1088.44,-713.03,34.49
5598,638.19,1388.85,-750.66,45.95
5599,999.86,1711.91,-712.05,58.41
5600,1443.70,2027.42,-583.73,71.21
5601,1921.15,2050.07,-128.92,93.71
5602,2356.09,2050.07,306.02,114.93
5603,2663.00,1764.75,898.25,150.90
5604,2773.94,1727.01,1046.93,160.62
5605,2663.00,1711.91,951.08,155.56
5606,2356.09,1727.01,629.08,136.43
5607,1921.15,1742.11,179.04,110.28
5608,1443.70,2027.42,-583.73,71.21
5609,999.86,2312.74,-1312.88,43.23
5610,0.00,2290.10,-2290.10,0.00
5611,0.00,1989.68,-1989.68,0.00
5612,0.00,1689.27,-1689.27,0.00
5613,0.00,1388.85,-1388.85,0.00
5614,0.00,1111.08,-1111.08,0.00
5615,0.00,833.31,-833.31,0.00
5616,0.00,825.76,-825.76,0.00
5617,0.00,818.22,-818.22,0.00
5618,0.00,810.67,-810.67,0.00
5619,0.00,810.67,-810.67,0.00
5620,0.00,810.67,-810.67,0.00
5621,375.13,1088.44,-713.31,34.47
5622,637.71,1388.85,-751.14,45.92
5623,999.12,1711.91,-712.80,58.36
5624,1442.62,2027.42,-584.80,71.16
5625,1919.71,2050.07,-130.35,93.64
5626,2354.33,2050.07,304.27,114.84
5627,2661.01,1764.75,896.26,150.79
5628,2771.87,1727.01,1044.86,160.50
5629,2661.01,1711.91,949.10,155.44
5630,2354.33,1727.01,627.33,136.32
5631,1919.71,1742.11,177.61,110.20
5632,1442.62,2027.42,-584.80,71.16
5633,999.12,2312.74,-1313.63,43.20
5634,0.00,2290.10,-2290.10,0.00
5635,0.00,1989.68,-1989.68,0.00
5636,0.00,1689.27,-1689.27,0.00
5637,0.00,1388.85,-1388.85,0.00
5638,0.00,1111.08,-1111.08,0.00
5639,0.00,833.31,-833.31,0.00
5640,0.00,825.76,-825.76,0.00
5641,0.00,818.22,-818.22,0.00
5642,0.00,810.67,-810.67,0.00
5643,0.00,810.67,-810.67,0.00
5644,0.00,810.67,-810.67,0.00
5645,374.85,1088.44,-713.59,34.44
5646,637.23,1388.85,-751.62,45.88
5647,998.36,1711.91,-713.55,58.32
5648,1441.54,2027.42,-585.89,71.10
5649,1918.27,2050.07,-131.80,93.57
5650,2352.56,2050.07,302.49,114.76
5651,2659.01,1764.75,894.26,150.67
5652,2769.79,1727.01,1042.78,160.38
5653,2659.01,1711.91,947.10,155.32
5654,2352.56,1727.01,625.55,136.22
5655,1918.27,1742.11,176.16,110.11
5656,1441.54,2027.42,-585.89,71.10
5657,998.36,2312.74,-1314.38,43.17
5658,0.00,2290.10,-2290.10,0.00
5659,0.00,1989.68,-1989.68,0.00
5660,0.00,1689.27,-1689.27,0.00
5661,0.00,1388.85,-1388.85,0.00
5662,0.00,1111.08,-1111.08,0.00
5663,0.00,833.31,-833.31,0.00
5664,0.00,825.76,-825.76,0.00
5665,0.00,818.22,-818.22,0.00
5666,0.00,810.67,-810.67,0.00
5667,0.00,810.67,-810.67,0.00
5668,0.00,810.67,-810.67,0.00
5669,374.57,1088.44,-713.87,34.41
5670,636.75,1388.85,-752.10,45.85
5671,997.61,1711.91,-714.31,58.27
5672,1440.44,2027.42,-586.98,71.05
5673,1916.81,2050.07,-133.25,93.50
5674,2350.78,2050.07,300.71,114.67
5675,2656.99,1764.75,892.24,150.56
5676,2767.69,1727.01,1040.68,160.26
5677,2656.99,1711.91,945.08,155.21
5678,2350.78,1727.01,623.77,136.12
5679,1916.81,1742.11,174.71,110.03
5680,1440.44,2027.42,-586.98,71.05
5681,997.61,2312.74,-1315.14,43.14
5682,0.00,2290.10,-2290.10,0.00
5683,0.00,1989.68,-1989.68,0.00
5684,0.00,1689.27,-1689.27,0.00
5685,0.00,1388.85,-1388.85,0.00
5686,0.00,1111.08,-1111.08,0.00
5687,0.00,833.31,-833.31,0.00
5688,0.00,825.76,-825.76,0.00
5689,0.00,818.22,-818.22,0.00
5690,0.00,810.67,-810.67,0.00
5691,0.00,810.67,-810.67,0.00
5692,0.00,810.67,-810.67,0.00
5693,374.28,1088.44,-714.16,34.39
5694,636.26,1388.85,-752.59,45.81
5695,996.84,1711.91,-715.07,58.23
5696,1439.34,2027.42,-588.09,70.99
5697,1915.35,2050.07,-134.72,93.43
5698,2348.98,2050.07,298.91,114.58
5699,2654.96,1764.75,890.21,150.44
5700,2765.57,1727.01,1038.56,160.14
5701,2654.96,1711.91,943.04,155.09
5702,2348.98,1727.01,621.97,136.01
5703,1915.35,1742.11,173.24,109.94
5704,1439.34,2027.42,-588.09,70.99
5705,996.84,2312.74,-1315.90,43.10
5706,0.00,2290.10,-2290.10,0.00
5707,0.00,1989.68,-1989.68,0.00
5708,0.00,1689.27,-1689.27,0.00
5709,0.00,1388.85,-1388.85,0.00
5710,0.00,1111.08,-1111.08,0.00
5711,0.00,833.31,-833.31,0.00
5712,0.00,825.76,-825.76,0.00
5713,0.00,818.22,-818.22,0.00
5714,0.00,810.67,-810.67,0.00
5715,0.00,810.67,-810.67,0.00
5716,0.00,810.67,-810.67,0.00
5717,373.99,1088.44,-714.45,34.36
5718,635.77,1388.85,-753.08,45.78
5719,996.07,1711.91,-715.84,58.18
5720,1438.23,2027.42,-589.20,70.94
5721,1913.87,2050.07,-136.20,93.36
5722,2347.16,2050.07,297.09,114.49
5723,2652.91,1764.75,888.16,150.33
5724,2763.43,1727.01,1036.42,160.01
5725,2652.91,1711.91,940.99,154.97
5726,2347.16,1727.01,620.15,135.91
5727,1913.87,1742.11,171.76,109.86
5728,1438.23,2027.42,-589.20,70.94
5729,996.07,2312.74,-1316.67,43.07
5730,0.00,2290.10,-2290.10,0.00
5731,0.00,1989.68,-1989.68,0.00
5732,0.00,1689.27,-1689.27,0.00
5733,0.00,1388.85,-1388.85,0.00
5734,0.00,1111.08,-1111.08,0.00
5735,0.00,833.31,-833.31,0.00
5736,0.00,825.76,-825.76,0.00
5737,0.00,818.22,-818.22,0.00
5738,0.00,810.67,-810.67,0.00
5739,0.00,810.67,-810.67,0.00
5740,0.00,810.67,-810.67,0.00
5741,373.70,1088.44,-714.74,34.33
5742,635.28,1388.85,-753.58,45.74
5743,995.30,1711.91,-716.62,58.14
5744,1437.11,2027.42,-590.32,70.88
5745,1912.38,2050.07,-137.69,93.28
5746,2345.33,2050.07,295.27,114.40
5747,2650.84,1764.75,886.09,150.21
5748,2761.28,1727.01,1034.27,159.89
5749,2650.84,1711.91,938.93,154.85
5750,2345.33,1727.01,618.33,135.80
5751,1912.38,1742.11,170.27,109.77
5752,1437.11,2027.42,-590.32,70.88
5753,995.30,2312.74,-1317.45,43.04
5754,0.00,2290.10,-2290.10,0.00
5755,0.00,1989.68,-1989.68,0.00
5756,0.00,1689.27,-1689.27,0.00
5757,0.00,1388.85,-1388.85,0.00
5758,0.00,1111.08,-1111.08,0.00
5759,0.00,833.31,-833.31,0.00
5760,0.00,825.76,-825.76,0.00
5761,0.00,818.22,-818.22,0.00
5762,0.00,810.67,-810.67,0.00
5763,0.00,810.67,-810.67,0.00
5764,0.00,810.67,-810.67,0.00
5765,373.40,1088.44,-715.03,34.31
5766,634.78,1388.85,-754.08,45.71
5767,994.51,1711.91,-717.40,58.09
5768,1435.98,2027.42,-591.45,70.83
5769,1910.87,2050.07,-139.19,93.21
5770,2343.49,2050.07,293.42,114.31
5771,2648.76,1764.75,884.01,150.09
5772,2759.11,1727.01,1032.10,159.76
5773,2648.76,1711.91,936.85,154.73
5774,2343.49,1727.01,616.48,135.70
5775,1910.87,1742.11,168.77,109.69
5776,1435.98,2027.42,-591.45,70.83
5777,994.51,2312.74,-1318.23,43.00
5778,0.00,2290.10,-2290.10,0.00
5779,0.00,1989.68,-1989.68,0.00
5780,0.00,1689.27,-1689.27,0.00
5781,0.00,1388.85,-1388.85,0.00
5782,0.00,1111.08,-1111.08,0.00
5783,0.00,833.31,-833.31,0.00
5784,0.00,825.76,-825.76,0.00
5785,0.00,818.22,-818.22,0.00
5786,0.00,810.67,-810.67,0.00
5787,0.00,810.67,-810.67,0.00
5788,0.00,810.67,-810.67,0.00
5789,373.11,1088.44,-715.33,34.28
5790,634.28,1388.85,-754.58,45.67
5791,993.73,1711.91,-718.18,58.05
5792,1434.84,2027.42,-592.58,70.77
5793,1909.36,2050.07,-140.70,93.14
5794,2341.64,2050.07,291.57,114.22
5795,2646.67,1764.75,881.92,149.97
5796,2756.93,1727.01,1029.92,159.64
5797,2646.67,1711.91,934.75,154.60
5798,2341.64,1727.01,614.63,135.59
5799,1909.36,1742.11,167.26,109.60
5800,1434.84,2027.42,-592.58,70.77
5801,993.73,2312.74,-1319.01,42.97
5802,0.00,2290.10,-2290.10,0.00
5803,0.00,1989.68,-1989.68,0.00
5804,0.00,1689.27,-1689.27,0.00
5805,0.00,1388.85,-1388.85,0.00
5806,0.00,1111.08,-1111.08,0.00
5807,0.00,833.31,-833.31,0.00
5808,0.00,825.76,-825.76,0.00
5809,0.00,818.22,-818.22,0.00
5810,0.00,810.67,-810.67,0.00
5811,0.00,810.67,-810.67,0.00
5812,0.00,810.67,-810.67,0.00
5813,372.81,1088.44,-715.63,34.25
5814,633.77,1388.85,-755.08,45.63
5815,992.94,1711.91,-718.98,58.00
5816,1433.70,2027.42,-593.72,70.72
5817,1907.84,2050.07,-142.23,93.06
5818,2339.78,2050.07,289.71,114.13
5819,2644.56,1764.75,879.81,149.85
5820,2754.73,1727.01,1027.72,159.51
5821,2644.56,1711.91,932.64,154.48
5822,2339.78,1727.01,612.77,135.48
5823,1907.84,1742.11,165.74,109.51
5824,1433.70,2027.42,-593.72,70.72
5825,992.94,2312.74,-1319.81,42.93
5826,0.00,2290.10,-2290.10,0.00
5827,0.00,1989.68,-1989.68,0.00
5828,0.00,1689.27,-1689.27,0.00
5829,0.00,1388.85,-1388.85,0.00
5830,0.00,1111.08,-1111.08,0.00
5831,0.00,833.31,-833.31,0.00
5832,0.00,825.76,-825.76,0.00
5833,0.00,818.22,-818.22,0.00
5834,0.00,810.67,-810.67,0.00
5835,0.00,810.67,-810.67,0.00
5836,0.00,810.67,-810.67,0.00
5837,372.51,1088.44,-715.92,34.22
5838,633.26,1388.85,-755.59,45.60
5839,992.14,1711.91,-719.77,57.96
5840,1432.55,2027.42,-594.87,70.66
5841,1906.31,2050.07,-143.76,92.99
5842,2337.90,2050.07,287.83,114.04
5843,2642.44,1764.75,877.69,149.73
5844,2752.52,1727.01,1025.51,159.38
5845,2642.44,1711.91,930.52,154.36
5846,2337.90,1727.01,610.89,135.37
5847,1906.31,1742.11,164.21,109.43
5848,1432.55,2027.42,-594.87,70.66
5849,992.14,2312.74,-1320.60,42.90
5850,0.00,2290.10,-2290.10,0.00
5851,0.00,1989.68,-1989.68,0.00
5852,0.00,1689.27,-1689.27,0.00
5853,0.00,1388.85,-1388.85,0.00
5854,0.00,1111.08,-1111.08,0.00
5855,0.00,833.31,-833.31,0.00
5856,0.00,825.76,-825.76,0.00
5857,0.00,818.22,-818.22,0.00
5858,0.00,810.67,-810.67,0.00
5859,0.00,810.67,-810.67,0.00
5860,0.00,810.67,-810.67,0.00
5861,372.21,1088.44,-716.23,34.20
5862,632.75,1388.85,-756.10,45.56
5863,991.34,1711.91,-720.57,57.91
5864,1431.39,2027.42,-596.03,70.60
5865,1904.77,2050.07,-145.29,92.91
5866,2336.01,2050.07,285.94,113.95
5867,2640.30,1764.75,875.55,149.61
5868,2750.30,1727.01,1023.29,159.25
5869,2640.30,1711.91,928.39,154.23
5870,2336.01,1727.01,609.00,135.26
5871,1904.77,1742.11,162.67,109.34
5872,1431.39,2027.42,-596.03,70.60
5873,991.34,2312.74,-1321.40,42.86
5874,0.00,2290.10,-2290.10,0.00
5875,0.00,1989.68,-1989.68,0.00
5876,0.00,1689.27,-1689.27,0.00
5877,0.00,1388.85,-1388.85,0.00
5878,0.00,1111.08,-1111.08,0.00
5879,0.00,833.31,-833.31,0.00
5880,0.00,825.76,-825.76,0.00
5881,0.00,818.22,-818.22,0.00
5882,0.00,810.67,-810.67,0.00
5883,0.00,810.67,-810.67,0.00
5884,0.00,810.67,-810.67,0.00
5885,371.91,1088.44,-716.53,34.17
5886,632.24,1388.85,-756.62,45.52
5887,990.54,1711.91,-721.38,57.86
5888,1430.23,2027.42,-597.19,70.54
5889,1903.23,2050.07,-146.84,92.84
5890,2334.12,2050.07,284.05,113.86
5891,2638.16,1764.75,873.41,149.49
5892,2748.07,1727.01,1021.06,159.12
5893,2638.16,1711.91,926.25,154.11
5894,2334.12,1727.01,607.11,135.15
5895,1903.23,1742.11,161.12,109.25
5896,1430.23,2027.42,-597.19,70.54
5897,990.54,2312.74,-1322.21,42.83
5898,0.00,2290.10,-2290.10,0.00
5899,0.00,1989.68,-1989.68,0.00
5900,0.00,1689.27,-1689.27,0.00
5901,0.00,1388.85,-1388.85,0.00
5902,0.00,1111.08,-1111.08,0.00
5903,0.00,833.31,-833.31,0.00
5904,0.00,825.76,-825.76,0.00
5905,0.00,818.22,-818.22,0.00
5906,0.00,810.67,-810.67,0.00
5907,0.00,810.67,-810.67,0.00
5908,0.00,810.67,-810.67,0.00
5909,371.61,1088.44,-716.83,34.14
5910,631.72,1388.85,-757.13,45.49
5911,989.73,1711.91,-722.19,57.81
5912,1429.06,2027.42,-598.36,70.49
5913,1901.67,2050.07,-148.40,92.76
5914,2332.21,2050.07,282.14,113.76
5915,2636.01,1764.75,871.26,149.37
5916,2745.82,1727.01,1018.81,158.99
5917,2636.01,1711.91,924.09,153.98
5918,2332.21,1727.01,605.20,135.04
5919,1901.67,1742.11,159.57,109.16
5920,1429.06,2027.42,-598.36,70.49
5921,989.73,2312.74,-1323.02,42.79
5922,0.00,2290.10,-2290.10,0.00
5923,0.00,1989.68,-1989.68,0.00
5924,0.00,1689.27,-1689.27,0.00
5925,0.00,1388.85,-1388.85,0.00
5926,0.00,1111.08,-1111.08,0.00
5927,0.00,833.31,-833.31,0.00
5928,0.00,825.76,-825.76,0.00
5929,0.00,818.22,-818.22,0.00
5930,0.00,810.67,-810.67,0.00
5931,0.00,810.67,-810.67,0.00
5932,0.00,810.67,-810.67,0.00
5933,371.30,1088.44,-717.14,34.11
5934,631.20,1388.85,-757.65,45.45
5935,988.91,1711.91,-723.00,57.77
5936,1427.89,2027.42,-599.53,70.43
5937,1900.11,2050.07,-149.96,92.69
5938,2330.29,2050.07,280.22,113.67
5939,2633.84,1764.75,869.09,149.25
5940,2743.57,1727.01,1016.56,158.86
5941,2633.84,1711.91,921.93,153.85
5942,2330.29,1727.01,603.28,134.93
5943,1900.11,1742.11,158.01,109.07
5944,1427.89,2027.42,-599.53,70.43
5945,988.91,2312.74,-1323.83,42.76
5946,0.00,2290.10,-2290.10,0.00
5947,0.00,1989.68,-1989.68,0.00
5948,0.00,1689.27,-1689.27,0.00
5949,0.00,1388.85,-1388.85,0.00
5950,0.00,1111.08,-1111.08,0.00
5951,0.00,833.31,-833.31,0.00
5952,0.00,825.76,-825.76,0.00
5953,0.00,818.22,-818.22,0.00
5954,0.00,810.67,-810.67,0.00
5955,0.00,810.67,-810.67,0.00
5956,0.00,810.67,-810.67,0.00
5957,371.00,1088.44,-717.44,34.09
5958,630.68,1388.85,-758.17,45.41
5959,988.10,1711.91,-723.82,57.72
5960,1426.71,2027.42,-600.71,70.37
5961,1898.54,2050.07,-151.53,92.61
5962,2328.37,2050.07,278.30,113.58
5963,2631.67,1764.75,866.92,149.12
5964,2741.30,1727.01,1014.29,158.73
5965,2631.67,1711.91,919.75,153.73
5966,2328.37,1727.01,601.36,134.82
5967,1898.54,1742.11,156.44,108.98
5968,1426.71,2027.42,-600.71,70.37
5969,988.10,2312.74,-1324.65,42.72
5970,0.00,2290.10,-2290.10,0.00
5971,0.00,1989.68,-1989.68,0.00
5972,0.00,1689.27,-1689.27,0.00
5973,0.00,1388.85,-1388.85,0.00
5974,0.00,1111.08,-1111.08,0.00
5975,0.00,833.31,-833.31,0.00
5976,0.00,825.76,-825.76,0.00
5977,0.00,818.22,-818.22,0.00
5978,0.00,810.67,-810.67,0.00
5979,0.00,810.67,-810.67,0.00
5980,0.00,810.67,-810.67,0.00
5981,370.69,1088.44,-717.75,34.06
5982,630.16,1388.85,-758.70,45.37
5983,987.28,1711.91,-724.64,57.67
5984,1425.53,2027.42,-601.90,70.31
5985,1896.97,2050.07,-153.10,92.53
5986,2326.44,2050.07,276.37,113.48
5987,2629.48,1764.75,864.73,149.00
5988,2739.03,1727.01,1012.02,158.60
5989,2629.48,1711.91,917.57,153.60
5990,2326.44,1727.01,599.43,134.71
5991,1896.97,1742.11,154.86,108.89
5992,1425.53,2027.42,-601.90,70.31
5993,987.28,2312.74,-1325.47,42.69
5994,0.00,2290.10,-2290.10,0.00
5995,0.00,1989.68,-1989.68,0.00
5996,0.00,1689.27,-1689.27,0.00
5997,0.00,1388.85,-1388.85,0.00
5998,0.00,1111.08,-1111.08,0.00
5999,0.00,833.31,-833.31,0.00
6000,0.00,825.76,-825.76,0.00
6001,0.00,818.22,-818.22,0.00
6002,0.00,810.67,-810.67,0.00
6003,0.00,810.67,-810.67,0.00
6004,0.00,810.67,-810.67,0.00
6005,370.38,1088.44,-718.06,34.03
6006,629.63,1388.85,-759.22,45.33
6007,986.45,1711.91,-725.46,57.62
6008,1424.34,2027.42,-603.08,70.25
6009,1895.39,2050.07,-154.68,92.45
6010,2324.50,2050.07,274.43,113.39
6011,2627.29,1764.75,862.54,148.88
6012,2736.75,1727.01,1009.74,158.47
6013,2627.29,1711.91,915.38,153.47
6014,2324.50,1727.01,597.49,134.60
6015,1895.39,1742.11,153.28,108.80
6016,1424.34,2027.42,-603.08,70.25
6017,986.45,2312.74,-1326.29,42.65
6018,0.00,2290.10,-2290.10,0.00
6019,0.00,1989.68,-1989.68,0.00
6020,0.00,1689.27,-1689.27,0.00
6021,0.00,1388.85,-1388.85,0.00
6022,0.00,1111.08,-1111.08,0.00
6023,0.00,833.31,-833.31,0.00
6024,0.00,825.76,-825.76,0.00
6025,0.00,818.22,-818.22,0.00
6026,0.00,810.67,-810.67,0.00
6027,0.00,810.67,-810.67,0.00
6028,0.00,810.67,-810.67,0.00
6029,370.07,1088.44,-718.37,34.00
6030,629.11,1388.85,-759.75,45.30
6031,985.63,1711.91,-726.28,57.57
6032,1423.15,2027.42,-604.28,70.19
6033,1893.80,2050.07,-156.27,92.38
6034,2322.55,2050.07,272.48,113.29
6035,2625.09,1764.75,860.34,148.75
6036,2734.45,1727.01,1007.45,158.33
6037,2625.09,1711.91,913.18,153.34
6038,2322.55,1727.01,595.54,134.48
6039,1893.80,1742.11,151.69,108.71
6040,1423.15,2027.42,-604.28,70.19
6041,985.63,2312.74,-1327.11,42.62
6042,0.00,2290.10,-2290.10,0.00
6043,0.00,1989.68,-1989.68,0.00
6044,0.00,1689.27,-1689.27,0.00
6045,0.00,1388.85,-1388.85,0.00
6046,0.00,1111.08,-1111.08,0.00
6047,0.00,833.31,-833.31,0.00
6048,0.00,825.76,-825.76,0.00
6049,0.00,818.22,-818.22,0.00
6050,0.00,810.67,-810.67,0.00
6051,0.00,810.67,-810.67,0.00
6052,0.00,810.67,-810.67,0.00
6053,369.76,1088.44,-718.68,33.97
6054,628.58,1388.85,-760.28,45.26
6055,984.80,1711.91,-727.11,57.53
6056,1421.95,2027.42,-605.47,70.14
6057,1892.21,2050.07,-157.86,92.30
6058,2320.60,2050.07,270.53,113.20
6059,2622.89,1764.75,858.14,148.63
6060,2732.16,1727.01,1005.15,158.20
6061,2622.89,1711.91,910.97,153.21
6062,2320.60,1727.01,593.59,134.37
6063,1892.21,1742.11,150.10,108.62
6064,1421.95,2027.42,-605.47,70.14
6065,984.80,2312.74,-1327.94,42.58
6066,0.00,2290.10,-2290.10,0.00
6067,0.00,1989.68,-1989.68,0.00
6068,0.00,1689.27,-1689.27,0.00
6069,0.00,1388.85,-1388.85,0.00
6070,0.00,1111.08,-1111.08,0.00
6071,0.00,833.31,-833.31,0.00
6072,0.00,825.76,-825.76,0.00
6073,0.00,818.22,-818.22,0.00
6074,0.00,810.67,-810.67,0.00
6075,0.00,810.67,-810.67,0.00
6076,0.00,810.67,-810.67,0.00
6077,369.45,1088.44,-718.99,33.94
6078,628.05,1388.85,-760.81,45.22
6079,983.97,1711.91,-727.94,57.48
6080,1420.75,2027.42,-606.67,70.08
6081,1890.61,2050.07,-159.46,92.22
6082,2318.64,2050.07,268.57,113.10
6083,2620.67,1764.75,855.92,148.50
6084,2729.85,1727.01,1002.84,158.07
6085,2620.67,1711.91,908.76,153.08
6086,2318.64,1727.01,591.63,134.26
6087,1890.61,1742.11,148.51,108.52
6088,1420.75,2027.42,-606.67,70.08
6089,983.97,2312.74,-1328.77,42.55
6090,0.00,2290.10,-2290.10,0.00
6091,0.00,1989.68,-1989.68,0.00
6092,0.00,1689.27,-1689.27,0.00
6093,0.00,1388.85,-1388.85,0.00
6094,0.00,1111.08,-1111.08,0.00
6095,0.00,833.31,-833.31,0.00
6096,0.00,825.76,-825.76,0.00
6097,0.00,818.22,-818.22,0.00
6098,0.00,810.67,-810.67,0.00
6099,0.00,810.67,-810.67,0.00
6100,0.00,810.67,-810.67,0.00
6101,369.13,1088.44,-719.31,33.91
6102,627.52,1388.85,-761.34,45.18
6103,983.14,1711.91,-728.78,57.43
6104,1419.55,2027.42,-607.87,70.02
6105,1889.01,2050.07,-161.06,92.14
6106,2316.68,2050.07,266.61,113.01
6107,2618.45,1764.75,853.71,148.38
6108,2727.54,1727.01,1000.53,157.93
6109,2618.45,1711.91,906.54,152.95
6110,2316.68,1727.01,589.67,134.14
6111,1889.01,1742.11,146.91,108.43
6112,1419.55,2027.42,-607.87,70.02
6113,983.14,2312.74,-1329.61,42.51
6114,0.00,2290.10,-2290.10,0.00
6115,0.00,1989.68,-1989.68,0.00
6116,0.00,1689.27,-1689.27,0.00
6117,0.00,1388.85,-1388.85,0.00
6118,0.00,1111.08,-1111.08,0.00
6119,0.00,833.31,-833.31,0.00
6120,0.00,825.76,-825.76,0.00
6121,0.00,818.22,-818.22,0.00
6122,0.00,810.67,-810.67,0.00
6123,0.00,810.67,-810.67,0.00
6124,0.00,810.67,-810.67,0.00
6125,368.82,1088.44,-719.62,33.89
6126,626.98,1388.85,-761.87,45.14
6127,982.30,1711.91,-729.61,57.38
6128,1418.34,2027.42,-609.08,69.96
6129,1887.41,2050.07,-162.66,92.07
6130,2314.71,2050.07,264.65,112.91
6131,2616.23,1764.75,851.48,148.25
6132,2725.23,1727.01,998.22,157.80
6133,2616.23,1711.91,904.32,152.83
6134,2314.71,1727.01,587.70,134.03
6135,1887.41,1742.11,145.30,108.34
6136,1418.34,2027.42,-609.08,69.96
6137,982.30,2312.74,-1330.44,42.47
